5.739757692271978302e-03,6.020095713893853367e-03,5.739757693091832903e-03,6.020095714713707968e-03,1.310666661233265886e-03,1.354101941174020362e-03,1.311757975292835842e-03,1.351840213951466989e-03,3.117327239687992576e-03,3.314147720374686044e-03,5.816057884253987583e-09,5.838393680087822585e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.198548842997447171e-13,8.198548842997447171e-13,2.621567687747760278e+00,2.707841801859360853e+00,2.622415927429378790e+00,2.706466652781601034e+00,2.623921588478066003e+00,2.703496866771947893e+00,1.245585727691650391e+01,1.000000000000000000e+00
2.239507661333098643e+00,2.684584569650916741e+00,2.239507661333994815e+00,2.684584569651812913e+00,9.999377796025179174e-09,1.147811783510455897e-08,9.723279304104703912e-04,1.075914446465243111e-03,2.238535322921681558e+00,2.683508643184601805e+00,4.816287593660747088e-10,5.417318448636257294e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.959935493255181518e-13,8.959935493255181518e-13,2.841400899295683583e-02,3.805052172368250663e-02,4.603848334483259253e-01,5.700166729696086731e-01,1.949307976789315111e+00,2.194023806997747794e+00,4.463332915306091309e+01,1.100000000000000000e+01
2.334703470356089383e+00,2.680510846951773107e+00,2.334703470356985999e+00,2.680510846952669723e+00,4.213101748009798895e-09,4.094727460555567008e-09,9.327920234395826278e-04,1.070719928328832133e-03,2.333770673627241887e+00,2.679440122402895863e+00,4.923061730253889244e-10,5.258211673688829082e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.965269732434830682e-13,8.965269732434830682e-13,2.967356510336528752e-02,3.780937144384623194e-02,4.659467754773363168e-01,5.652276015203140380e-01,1.879833135966843871e+00,2.181609569554173511e+00,7.885761880874633789e+01,2.100000000000000000e+01
2.061165492161682433e+00,2.558767847691466368e+00,2.061165492162578605e+00,2.558767847692362540e+00,4.774183908561145789e-09,5.829774258817818878e-09,7.577376202765827816e-04,1.017385844911630668e-03,2.060407749285187329e+00,2.557750455522481037e+00,4.820345329970754912e-10,4.942994011898396034e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.959556040356613697e-13,8.959556040356613697e-13,2.417515758370067380e-02,3.392385762996724674e-02,3.699791570881934000e-01,5.170373970866219970e-01,1.510511340036644778e+00,2.058624390715840580e+00,1.123272767066955566e+02,3.100000000000000000e+01
2.410641137036672710e+00,2.250230700582001031e+00,2.410641137037566661e+00,2.250230700582894983e+00,1.792639236294488782e-09,1.800400045619867852e-09,8.521148626074575303e-04,8.854830306601929775e-04,2.409789019987273129e+00,2.249345215332716919e+00,3.941526875632475295e-10,4.182237885917492618e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.939939371063596316e-13,8.939939371063596316e-13,2.389204464570585107e-02,2.460761870286845912e-02,3.867299781037264461e-01,4.053067687520047202e-01,1.680173432303338821e+00,1.757976313951230551e+00,1.472046368122100830e+02,4.100000000000000000e+01
1.941830315299603704e+00,2.002504904821324594e+00,1.941830315300495879e+00,2.002504904822216769e+00,3.096367738836879000e-09,3.220327168570299573e-09,7.518618340053651386e-04,7.820038045482265165e-04,1.941078450011266776e+00,2.001722897434287329e+00,3.579637945605132769e-10,3.621619225499439775e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.921952619846128273e-13,8.921952619846128273e-13,1.699871237628827053e-02,1.902851821395265194e-02,2.993692568254059383e-01,3.275935119329533296e-01,1.443939575502379391e+00,1.524578192637951357e+00,1.805478734970092773e+02,5.100000000000000000e+01
1.817778380430215668e+00,1.782770516329950983e+00,1.817778380431106067e+00,1.782770516330841382e+00,2.101429374055523169e-09,2.119012167036199928e-09,6.447517362041764455e-04,6.929454161315358462e-04,1.817133626336049357e+00,1.782077568482738572e+00,2.565328258943207052e-10,3.120689114993993213e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.903168172396475351e-13,8.903168172396475351e-13,1.362409406437161200e-02,1.458999044488173621e-02,2.448490406061431812e-01,2.668833420293763026e-01,1.220936891504729616e+00,1.325858873764104384e+00,2.126166181564331055e+02,6.100000000000000000e+01
1.645448429143679059e+00,1.638828623076629798e+00,1.645448429144567903e+00,1.638828623077518643e+00,3.347880413691473839e-08,2.925626662204580229e-08,5.855783073715091144e-04,6.317400492012288041e-04,1.644862817082349382e+00,1.638196853482119186e+00,2.751540410430749402e-10,2.890427039423243420e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.889195441974269128e-13,8.889195441974269128e-13,1.036395597285308390e-02,1.179756299745219478e-02,2.035010751874115065e-01,2.278657274272861688e-01,1.092348841117604108e+00,1.190856234724807061e+00,2.459677581787109375e+02,7.100000000000000000e+01
1.500843692071651692e+00,1.525256596010665211e+00,1.500843692072539204e+00,1.525256596011552723e+00,9.089791761162060177e-08,9.082881966450713179e-08,5.767804098269495479e-04,5.921004935870045199e-04,1.500266820487287323e+00,1.524664404396725681e+00,2.766198543938353753e-10,2.915327904720284406e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.875228186327731492e-13,8.875228186327731492e-13,1.144695158638113670e-02,1.226488656811333330e-02,1.956081350204811053e-01,2.089872276196919065e-01,1.063388475629175156e+00,1.105042023757565328e+00,2.792968416213989258e+02,8.100000000000000000e+01
1.319324840988741254e+00,1.437646499343940842e+00,1.319324840989627656e+00,1.437646499344827244e+00,1.380709658177915102e-09,1.492531629248842907e-09,4.809700111238828456e-04,5.514479310739480236e-04,1.318843869387267276e+00,1.437095049686970105e+00,2.096406321734080133e-10,2.333650036150739084e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.864796438395718579e-13,8.864796438395718579e-13,7.482540764595092299e-03,9.309115341493760104e-03,1.499312068590509806e-01,1.828081338872109274e-01,8.678370146548404218e-01,1.016708067459346498e+00,3.135787851810455322e+02,9.100000000000000000e+01
1.183056891816407788e-04,1.141499416520425628e-04,1.183056906998712935e-04,1.141499431702730776e-04,2.486540296145601546e-05,2.362207199639065924e-05,3.943341346164780625e-05,3.766267287264332502e-05,5.400550706865345256e-05,5.286387111490205336e-05,1.365689883509972959e-09,1.325668106525010825e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.518230511045156291e-12,1.518230511045156291e-12,4.381766154499201066e-02,4.124584310283217758e-02,2.817619961701412629e-02,2.535830772872497973e-02,4.567247464230039800e-02,4.239559970122861593e-02,4.028546338081359863e+02,1.010000000000000000e+02
9.136571682178883330e-05,8.553143340607168368e-05,9.136571844952737242e-05,8.553143503381022280e-05,1.532343176358521065e-05,1.539726770407198901e-05,3.839480059645636317e-05,3.583818692338899001e-05,3.764674143152361708e-05,3.429501675188850090e-05,7.430302236574704977e-10,9.620267222012288412e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.627738535747054894e-12,1.627738535747054894e-12,2.566186875700441489e-02,2.596057462053656326e-02,1.386612568679627087e-02,1.436665200999045003e-02,4.208430783440929995e-02,3.965870563026754891e-02,4.753136069774627686e+02,1.110000000000000000e+02
8.454714974796203881e-05,8.184385339815906067e-05,8.454715141098317292e-05,8.184385506118019478e-05,2.187691689800386397e-05,2.311761263714874021e-05,3.486756296353324972e-05,3.145247976189355257e-05,2.780192019331481973e-05,2.727292306317478750e-05,7.496931101151858536e-10,8.379359419917251958e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.663021137046636126e-12,1.663021137046636126e-12,3.841650157171827562e-02,4.041553179662533274e-02,2.437512951791515059e-02,2.427016869674229749e-02,4.021015308721440085e-02,3.398879166044146277e-02,5.494321749210357666e+02,1.210000000000000000e+02
7.337236219697376304e-05,7.629578240428992991e-05,7.337236384299448510e-05,7.629578405031065198e-05,1.512465335800705812e-05,1.518225390153411511e-05,2.355423091025299714e-05,2.660327344096772000e-05,3.469299801889199508e-05,3.450969468231838793e-05,4.799098217105189043e-10,5.603794696952472226e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.646020721903465232e-12,1.646020721903465232e-12,2.530217997864290733e-02,2.548534301961398810e-02,1.168019799933251064e-02,1.256322375818825013e-02,2.121699146441887243e-02,2.639684398649558977e-02,6.239883098602294922e+02,1.310000000000000000e+02
7.021443581691181755e-05,7.171212758259815285e-05,7.021443746119365552e-05,7.171212922687999081e-05,1.172511516800649478e-05,1.280399817004007786e-05,2.272352624861386481e-05,2.287464322505097604e-05,3.576519065686157585e-05,3.603283465024115039e-05,6.037434298815687292e-10,6.515372659386645236e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.644281838887392305e-12,1.644281838887392305e-12,1.926779096311288797e-02,2.136093793102170763e-02,8.372617272895246932e-03,1.016898654569937076e-02,2.189130667561260679e-02,2.253377320192110483e-02,6.981321768760681152e+02,1.410000000000000000e+02
4.878817659075792749e-05,4.949914137355521164e-05,4.878817825044939541e-05,4.949914303324667956e-05,9.473557729235647634e-06,1.020776213015194879e-05,1.677343475533938849e-05,1.625758625884835931e-05,2.254068984134887076e-05,2.303330562477555295e-05,4.942648340227727926e-10,4.873597793479622806e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.659691468630196347e-12,1.659691468630196347e-12,1.556411767370870225e-02,1.701770243645813613e-02,6.511147667039737796e-03,7.781119751392060087e-03,1.530799398507878134e-02,1.503787134111930074e-02,7.717080180644989014e+02,1.510000000000000000e+02
3.519646174687096331e-05,3.481199777526472982e-05,3.519646340429287759e-05,3.481199943268664410e-05,6.503393815575174730e-06,6.629402171108697983e-06,1.288599772637006485e-05,1.282590740991669842e-05,1.580668399243728516e-05,1.535628247106577072e-05,3.862124884443514391e-10,4.057231735652014089e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.657421917482633000e-12,1.657421917482633000e-12,1.107362736047114160e-02,1.138097212988625935e-02,6.141962729408543924e-03,6.666247899756558466e-03,1.374990313483819698e-02,1.432234980535616702e-02,8.415053579807281494e+02,1.610000000000000000e+02
2.432780108509725024e-05,2.588555924730755179e-05,2.432780269790995752e-05,2.588556086012025906e-05,4.200288349894292541e-06,4.671765430726740779e-06,5.985488040327751287e-06,6.987456845394790687e-06,1.414170901958793007e-05,1.422598633136316231e-05,3.156752872730971583e-10,3.506398228566042583e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.612812706192868616e-12,1.612812706192868616e-12,7.303853405966124340e-03,8.222317556043162723e-03,4.299277232730972301e-03,5.227269402851346565e-03,6.347504809787365976e-03,8.042950835270300941e-03,9.094839134216308594e+02,1.710000000000000000e+02
4.788553489346302492e-05,5.203543203265775585e-05,4.788553651163813515e-05,5.203543365083286608e-05,1.956675837684755239e-05,2.134660104451720157e-05,1.997777392861988904e-05,2.126790833006194146e-05,8.340276017407473815e-06,9.420124182233118368e-06,7.265705881040219508e-10,7.984758454929779484e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.618175113615441427e-12,1.618175113615441427e-12,3.847781035434758717e-02,4.196913993035380347e-02,3.660381710871758038e-02,3.981369388399803866e-02,3.700021656224405930e-02,3.964952271518706189e-02,9.772514150142669678e+02,1.810000000000000000e+02
1.199325420687953542e-05,1.379730955149813800e-05,1.199325579031065182e-05,1.379731113492925440e-05,2.136445252212654217e-06,2.280298906214964316e-06,3.118390454501405778e-06,3.618063129399426547e-06,6.738163736610508188e-06,7.898668454265689239e-06,2.547635549663356342e-10,2.790616180578018890e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.583431115557002348e-12,1.583431115557002348e-12,4.010629376549633418e-03,4.271375708584182647e-03,3.364324976838722024e-03,3.589946870546601061e-03,4.487580190232610608e-03,5.225071654096411986e-03,1.047286248922348022e+03,1.910000000000000000e+02
2.070584795604667313e-05,1.862339970798486147e-05,2.070584952651113473e-05,1.862340127844932307e-05,5.541717171290802878e-06,4.881402752915199829e-06,5.765976087774908634e-06,6.095858041791683679e-06,9.397702288664978117e-06,7.645708277813297081e-06,4.524083159824417234e-10,4.306354646840682247e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.570464462746201046e-12,1.570464462746201046e-12,1.069416070793876433e-02,9.502404448014145633e-03,9.532171782122780476e-03,8.888698928035161304e-03,9.635559143736092610e-03,1.034314223884147226e-02,1.115092021226882935e+03,2.010000000000000000e+02
3.034846385312981045e-05,2.377506385062945344e-05,3.034846541156523529e-05,2.377506540906487828e-05,7.737564290646664015e-06,6.555775323198890469e-06,9.265789041991080884e-06,8.235371471061608432e-06,1.334461739889429559e-05,8.983444452055310545e-06,4.931215977677237071e-10,4.726043136438456492e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.558435425768364513e-12,1.558435425768364513e-12,1.512395098775324610e-02,1.287874030531169917e-02,1.427661366905222037e-02,1.242281536454568382e-02,1.603160240725982899e-02,1.455299409995779343e-02,1.183177934408187866e+03,2.110000000000000000e+02
1.603523245938867072e-05,1.663285115423370240e-05,1.603523401880749066e-05,1.663285271365252233e-05,4.435759399086365756e-06,3.793958585701029900e-06,4.962288238901710421e-06,5.043100030394263712e-06,6.636846482858297193e-06,7.795419518405072130e-06,3.383385422963652069e-10,3.730197333370478616e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.559418821103082827e-12,1.559418821103082827e-12,8.612663781481229991e-03,7.338945371179946518e-03,7.910885049927077542e-03,6.760007320183671412e-03,8.552798521641417906e-03,8.233150869927735593e-03,1.249269180297851562e+03,2.210000000000000000e+02
1.527198535449275600e-05,1.250601607744917646e-05,1.527198690309875990e-05,1.250601762605517867e-05,1.765228949506632995e-06,1.777499075833692451e-06,2.727069830659238271e-06,2.663374649981235189e-06,1.077941143317762021e-05,8.064869543637602161e-06,2.751411492630478326e-10,2.728079966463731148e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.548606003004520030e-12,1.548606003004520030e-12,3.179122634775375430e-03,3.276657604290853995e-03,2.262879492803317009e-03,2.552845074649085725e-03,3.311424712445819665e-03,3.574941818771319290e-03,1.319378954410552979e+03,2.310000000000000000e+02
8.615438261601769803e-06,1.076588179254387280e-05,8.615439821150787169e-06,1.076588335209289017e-05,1.558166466623303886e-06,1.395660433636286466e-06,1.674963468145620308e-06,2.004390925174500471e-06,5.382093627800482944e-06,7.365620299526113645e-06,2.146990323637611039e-10,2.101342069733772770e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.559549016557771239e-12,1.559549016557771239e-12,2.787500506465636838e-03,2.481223648919804892e-03,1.834900488368082505e-03,1.628210277742667784e-03,1.990395261881685446e-03,2.272695670010925571e-03,1.389312896251678467e+03,2.410000000000000000e+02
1.282830754117786061e-05,1.229359336993819349e-05,1.282830910564665201e-05,1.229359493440698489e-05,1.936734038218894955e-06,2.005663994781741699e-06,2.447938524375397254e-06,2.507836022619082363e-06,8.443376777786891339e-06,7.779814852574802188e-06,2.582007966775842409e-10,2.784999625676937299e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.564468791855242446e-12,1.564468791855242446e-12,3.575673966787274068e-03,3.706724084543509563e-03,2.767507131617321422e-03,2.854455359813661604e-03,3.341340592829403558e-03,3.375757420595239689e-03,1.457097644567489624e+03,2.510000000000000000e+02
1.083762177499161788e-05,1.097364141548083969e-05,1.083762335162798335e-05,1.097364299211720517e-05,1.532799623394651467e-06,1.512131756524899004e-06,2.187172221190880489e-06,2.276234589327082532e-06,7.117421176460073126e-06,7.185062959295933862e-06,2.287539460137019900e-10,2.121103329234848465e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.576636365354930636e-12,1.576636365354930636e-12,2.776173563024269837e-03,2.766347374759076799e-03,1.994493766629032785e-03,2.096066470393244049e-03,2.703985027073392035e-03,2.951750601987653249e-03,1.525184362888336182e+03,2.610000000000000000e+02
1.560635267941219012e-05,1.538334261722402885e-05,1.560635428161596220e-05,1.538334421942780093e-05,4.645119190752749869e-06,4.064419503673008882e-06,5.665957268544160267e-06,5.053618189735755695e-06,5.294858929780658916e-06,6.264799137305185416e-06,4.172903346199272658e-10,5.057865100801080291e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.602203773426687467e-12,1.602203773426687467e-12,9.105054275416118309e-03,7.904542717802907903e-03,8.701789125011462692e-03,7.368622580995531218e-03,9.924878641844204347e-03,8.553507273550824477e-03,1.593297424793243408e+03,2.710000000000000000e+02
